Date,Open,High,Low,Close,Adj Close,Volume
2020-08-31,0.518550,0.526349,0.503766,0.503766,0.503766,130325932
2020-09-01,0.503676,0.550313,0.496621,0.518041,0.518041,190460341
2020-09-02,0.517921,0.526240,0.430994,0.464489,0.464489,176105219
2020-09-03,0.464472,0.470553,0.341714,0.351825,0.351825,141289498
2020-09-04,0.350334,0.388247,0.337955,0.376080,0.376080,140720515
2020-09-05,null,null,null,null,null,null
2020-09-06,null,null,null,null,null,null
2020-09-07,null,null,null,null,null,null
2020-09-08,null,null,null,null,null,null
2020-09-09,null,null,null,null,null,null
2020-09-10,null,null,null,null,null,null
2020-09-11,null,null,null,null,null,null
2020-09-12,null,null,null,null,null,null
2020-09-13,null,null,null,null,null,null
2020-09-14,null,null,null,null,null,null
2020-09-15,null,null,null,null,null,null
2020-09-16,null,null,null,null,null,null
2020-09-17,null,null,null,null,null,null
2020-09-18,null,null,null,null,null,null
2020-09-19,null,null,null,null,null,null
2020-09-20,null,null,null,null,null,null
2020-09-21,null,null,null,null,null,null
2020-09-22,0.288717,0.313098,0.277302,0.306797,0.306797,73652521
2020-09-23,0.306884,0.309956,0.266786,0.269983,0.269983,56286364
2020-09-24,0.269671,0.301108,0.265617,0.295093,0.295093,54158713
2020-09-25,0.295155,0.327692,0.290155,0.317437,0.317437,68620282
2020-09-26,0.317436,0.340852,0.315686,0.325870,0.325870,59963778
2020-09-27,0.325833,0.327106,0.305564,0.320674,0.320674,41257151
2020-09-28,0.320674,0.349281,0.319227,0.328013,0.328013,63444084
2020-09-29,0.327842,0.343275,0.321872,0.338296,0.338296,72848035
2020-09-30,0.339287,0.354187,0.321663,0.346480,0.346480,67835814
2020-10-01,0.346480,0.372037,0.329687,0.334898,0.334898,82337778
2020-10-02,null,null,null,null,null,null
2020-10-03,null,null,null,null,null,null
2020-10-04,null,null,null,null,null,null
2020-10-05,0.312843,0.321640,0.309271,0.318736,0.318736,36623877
2020-10-06,0.318581,0.321746,0.283613,0.286708,0.286708,56136646
2020-10-07,0.286610,0.310087,0.278961,0.307273,0.307273,68750563
2020-10-08,0.307272,0.314513,0.291026,0.308838,0.308838,62582955
2020-10-09,null,null,null,null,null,null
2020-10-10,0.329873,0.337668,0.320533,0.324523,0.324523,149128190
2020-10-11,0.324498,0.337918,0.316634,0.332201,0.332201,150596743
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,0.344393,0.347948,0.319967,0.326955,0.326955,171646779
2020-10-15,0.327183,0.331886,0.306876,0.315197,0.315197,103784753
2020-10-16,0.314226,0.317328,0.296755,0.299194,0.299194,119502553
2020-10-17,0.299402,0.317842,0.298753,0.312509,0.312509,77610984
2020-10-18,0.314045,0.316285,0.309454,0.316258,0.316258,103439389
2020-10-19,0.314748,0.317438,0.301892,0.302858,0.302858,108467486
2020-10-20,0.302872,0.304676,0.282130,0.287303,0.287303,74330601
2020-10-21,0.286842,0.312472,0.285944,0.301554,0.301554,60706484
2020-10-22,0.301498,0.324686,0.301498,0.315317,0.315317,80446555
2020-10-23,0.315350,0.323209,0.301282,0.308691,0.308691,80162817
2020-10-24,0.308691,0.313541,0.303664,0.307377,0.307377,67012147
2020-10-25,0.307377,0.311868,0.298923,0.303188,0.303188,68278477
2020-10-26,0.303188,0.306984,0.285402,0.291460,0.291460,81997964
2020-10-27,0.291462,0.299135,0.283366,0.287536,0.287536,81941358
2020-10-28,0.287538,0.292052,0.267176,0.277327,0.277327,93228863
2020-10-29,0.277327,0.283436,0.253767,0.256087,0.256087,82069856
2020-10-30,0.256087,0.257702,0.238764,0.254453,0.254453,99778074
2020-10-31,0.254454,0.264313,0.247922,0.249471,0.249471,65674043
2020-11-01,0.249471,0.261816,0.243741,0.257291,0.257291,58993441
2020-11-02,0.257290,0.261677,0.244534,0.246147,0.246147,59993282
2020-11-03,0.246147,0.247571,0.226554,0.232871,0.232871,61006685
2020-11-04,0.232877,0.243533,0.222124,0.238598,0.238598,68372676
2020-11-05,0.238599,0.253761,0.234073,0.247707,0.247707,47384257
2020-11-06,0.247688,0.281100,0.247610,0.276471,0.276471,53370602
2020-11-07,0.276471,0.296783,0.245126,0.258266,0.258266,93241589
2020-11-08,0.258266,0.275029,0.254505,0.266494,0.266494,42481944
2020-11-09,0.266494,0.272901,0.254796,0.260620,0.260620,44327720
2020-11-10,0.260642,0.292055,0.257086,0.286784,0.286784,66371409
2020-11-11,0.286785,0.293607,0.277385,0.278738,0.278738,52318889
2020-11-12,0.278733,0.278733,0.260692,0.265159,0.265159,40815820
2020-11-13,0.265159,0.280957,0.263380,0.279745,0.279745,51460690
2020-11-14,0.279745,0.279774,0.263537,0.265827,0.265827,47149542
2020-11-15,0.265827,0.271175,0.248861,0.254886,0.254886,57838422
2020-11-16,0.254885,0.272180,0.252721,0.269692,0.269692,61158972
2020-11-17,0.272810,0.278368,0.268597,0.274030,0.274030,54733261
2020-11-18,0.274017,0.277231,0.257583,0.267482,0.267482,71924359
2020-11-19,0.267483,0.271292,0.255602,0.264561,0.264561,41325515
2020-11-20,0.264562,0.288724,0.264490,0.284402,0.284402,63907790
2020-11-21,0.284402,0.324473,0.284402,0.315294,0.315294,124532492
2020-11-22,0.315294,0.323263,0.281372,0.297030,0.297030,104518231
2020-11-23,0.297030,0.341300,0.293568,0.335173,0.335173,123633926
2020-11-24,0.335366,0.374568,0.327694,0.357892,0.357892,224480785
2020-11-25,0.357876,0.419008,0.333394,0.343715,0.343715,222071949
2020-11-26,0.343593,0.355065,0.280774,0.301823,0.301823,203880410
2020-11-27,0.301860,0.316193,0.286580,0.299978,0.299978,80462546
2020-11-28,0.300161,0.323590,0.295796,0.313111,0.313111,69329866
2020-11-29,0.313154,0.322931,0.301708,0.317558,0.317558,59560847
2020-11-30,0.317549,0.333803,0.313799,0.328571,0.328571,93029960
2020-12-01,0.328857,0.346242,0.306817,0.309062,0.309062,101960294
2020-12-02,0.308996,0.346112,0.301272,0.341701,0.341701,101946818
2020-12-03,0.341892,0.357095,0.340205,0.340721,0.340721,78058839
2020-12-04,0.340782,0.373204,0.323165,0.326958,0.326958,110866371
2020-12-05,0.326684,0.350347,0.319538,0.344678,0.344678,74950311
2020-12-06,0.344296,0.347410,0.330662,0.337144,0.337144,75516886
2020-12-07,0.337136,0.342907,0.324232,0.331154,0.331154,52230358
2020-12-08,0.331103,0.332000,0.294863,0.300953,0.300953,80324528
2020-12-09,0.301042,0.307977,0.287213,0.306190,0.306190,67088276
2020-12-10,0.306167,0.307326,0.291636,0.294348,0.294348,41624811
2020-12-11,0.294358,0.295071,0.277349,0.289890,0.289890,48422448
2020-12-12,0.289467,0.315384,0.289151,0.309844,0.309844,56942675
2020-12-13,0.309852,0.319520,0.305316,0.309143,0.309143,47397135
2020-12-14,0.309290,0.317659,0.304624,0.312755,0.312755,48466155
2020-12-15,0.312787,0.339525,0.312787,0.325476,0.325476,77662360
2020-12-16,0.325481,0.344005,0.319305,0.339955,0.339955,106922372
2020-12-17,0.340008,0.357296,0.325742,0.332126,0.332126,123624266
2020-12-18,0.332171,0.362649,0.317476,0.353863,0.353863,119453445
2020-12-19,0.353794,0.384040,0.350950,0.356627,0.356627,130789717
2020-12-20,0.356524,0.357207,0.330652,0.339005,0.339005,95694398
2020-12-21,0.339378,0.365059,0.314600,0.327331,0.327331,122394591
2020-12-22,0.326682,0.347495,0.318534,0.336887,0.336887,90816048
2020-12-23,0.336765,0.350679,0.269630,0.288886,0.288886,113589408
2020-12-24,0.289553,0.313906,0.282470,0.313906,0.313906,70852889
2020-12-25,0.313797,0.328793,0.304459,0.309744,0.309744,70992652
2020-12-26,0.309671,0.321201,0.301548,0.309320,0.309320,61623355
2020-12-27,0.309304,0.335082,0.302156,0.319123,0.319123,92973623
2020-12-28,0.319170,0.356278,0.316953,0.356239,0.356239,77096646
2020-12-29,0.356529,0.360831,0.320894,0.345918,0.345918,114394973
2020-12-30,0.345974,0.358485,0.328187,0.335543,0.335543,76007919
2020-12-31,0.335543,0.336157,0.319227,0.334040,0.334040,63753450
2021-01-01,0.334207,0.431286,0.332387,0.398129,0.398129,341885747
2021-01-02,0.398641,0.460714,0.385091,0.408091,0.408091,417148719
2021-01-03,0.407991,0.434376,0.399110,0.422767,0.422767,263098398
2021-01-04,0.424077,0.459522,0.370076,0.438666,0.438666,257108478
2021-01-05,0.441606,0.493420,0.405449,0.479429,0.479429,423192879
2021-01-06,0.479878,0.528184,0.460024,0.511315,0.511315,374099920
2021-01-07,0.511843,0.519041,0.451646,0.462823,0.462823,295341182
2021-01-08,0.462829,0.482120,0.413900,0.454769,0.454769,248294641
2021-01-09,0.454878,0.493216,0.436911,0.486242,0.486242,204728849
2021-01-10,0.486036,0.513874,0.420439,0.462031,0.462031,257910313
2021-01-11,0.461105,0.461105,0.374812,0.416987,0.416987,258262717
2021-01-12,0.416775,0.429860,0.392309,0.397690,0.397690,137219408
2021-01-13,0.397702,0.451952,0.382225,0.450746,0.450746,128842017
2021-01-14,0.450497,0.465894,0.430616,0.453648,0.453648,116642595
2021-01-15,0.454407,0.496806,0.430075,0.488370,0.488370,274399567
2021-01-16,0.487995,0.549804,0.485281,0.518892,0.518892,296573002
2021-01-17,0.519096,0.584311,0.488406,0.584057,0.584057,300743172
2021-01-18,0.584790,0.603813,0.543179,0.566100,0.566100,261142097
2021-01-19,0.566185,0.571700,0.517523,0.523486,0.523486,182636174
2021-01-20,0.522694,0.547745,0.486374,0.546025,0.546025,197111759
2021-01-21,0.546529,0.549395,0.451580,0.461539,0.461539,182613767
2021-01-22,0.461480,0.538519,0.432266,0.511024,0.511024,185139633
2021-01-23,0.509981,0.570024,0.503464,0.557057,0.557057,196103379
2021-01-24,0.556987,0.580891,0.552065,0.563449,0.563449,189233850
2021-01-25,0.563429,0.632630,0.551553,0.558247,0.558247,277194483
2021-01-26,0.557422,0.619116,0.538625,0.601622,0.601622,234028040
2021-01-27,0.600986,0.601457,0.526318,0.543153,0.543153,211490314
2021-01-28,0.543186,0.568931,0.528348,0.556428,0.556428,198160865
2021-01-29,0.564472,0.679132,0.553369,0.640950,0.640950,377660793
2021-01-30,0.640573,0.700316,0.615082,0.663792,0.663792,382878779
2021-01-31,0.664226,0.697306,0.624308,0.651248,0.651248,309348318
2021-02-01,0.650958,0.665226,0.619758,0.643448,0.643448,253555579
2021-02-02,0.643671,0.671501,0.627644,0.652656,0.652656,218901999
2021-02-03,0.652352,0.747987,0.648919,0.740834,0.740834,314896934
2021-02-04,0.742528,0.756988,0.675076,0.707506,0.707506,357906069
2021-02-05,0.707639,0.888542,0.700379,0.834116,0.834116,538956814
2021-02-06,0.833583,0.862729,0.746148,0.810865,0.810865,439952226
2021-02-07,0.810769,0.874891,0.774146,0.845040,0.845040,453238754
2021-02-08,0.844747,1.086227,0.844304,1.010607,1.010607,987137198
2021-02-09,1.007470,1.076383,0.966688,1.029017,1.029017,730369062
2021-02-10,1.029022,1.047673,0.921836,1.032090,1.032090,629613749
2021-02-11,1.032197,1.298788,1.032197,1.249717,1.249717,1240723518
2021-02-12,1.245440,1.824609,1.181595,1.712424,1.712424,2098583771
2021-02-13,1.717734,1.793118,1.376269,1.669695,1.669695,1617380782
2021-02-14,1.671228,1.684809,1.415224,1.472092,1.472092,958023564
2021-02-15,1.471586,1.544167,1.222737,1.350877,1.350877,1282829302
2021-02-16,1.350012,1.465972,1.275415,1.313528,1.313528,849383982
2021-02-17,1.313814,1.415026,1.204983,1.369261,1.369261,918368743
2021-02-18,1.368630,1.446997,1.356021,1.400669,1.400669,613260929
2021-02-19,1.400868,1.425862,1.307172,1.374461,1.374461,587922601
2021-02-20,1.373926,1.487833,1.254583,1.313997,1.313997,801624385
2021-02-21,1.312256,1.351765,1.271526,1.308164,1.308164,408227703
2021-02-22,1.308482,1.313716,0.949464,1.144450,1.144450,786990096
2021-02-23,1.144197,1.146632,0.841700,0.999798,0.999798,879735912
2021-02-24,1.002263,1.175243,0.956518,1.061761,1.061761,604870974
2021-02-25,1.061886,1.145606,0.976009,0.976009,0.976009,529090407
2021-02-26,0.978923,1.048893,0.904270,0.971286,0.971286,490080858
2021-02-27,0.972105,1.184678,0.972105,1.098628,1.098628,546790290
2021-02-28,1.098499,1.127647,0.952661,1.017224,1.017224,598035361
2021-03-01,1.019401,1.105371,1.010675,1.088458,1.088458,425868521
2021-03-02,1.088641,1.165859,1.043427,1.080691,1.080691,552897940
2021-03-03,1.081396,1.221840,1.060158,1.182144,1.182144,638690035
2021-03-04,1.182110,1.247893,1.053293,1.093431,1.093431,558601276
2021-03-05,1.092255,1.094815,1.009108,1.058036,1.058036,415618857
2021-03-06,1.056707,1.070731,1.009308,1.054034,1.054034,269458490
2021-03-07,1.053932,1.136854,1.052626,1.103649,1.103649,319268550
2021-03-08,1.104841,1.164741,1.064839,1.152908,1.152908,379936908
2021-03-09,1.153690,1.184335,1.119329,1.180618,1.180618,404449001
2021-03-10,1.180801,1.228513,1.084679,1.109995,1.109995,439787738
2021-03-11,1.107857,1.124575,1.054542,1.082897,1.082897,331685164
2021-03-12,1.083740,1.150282,1.034534,1.052105,1.052105,455285823
2021-03-13,1.052352,1.168364,1.017516,1.139641,1.139641,424560368
2021-03-14,1.139254,1.169191,1.091122,1.130390,1.130390,404746123
2021-03-15,1.127212,1.337693,1.117389,1.196815,1.196815,1215427012
2021-03-16,1.194766,1.245490,1.131221,1.200564,1.200564,632910988
2021-03-17,1.202880,1.295041,1.157839,1.295041,1.295041,443468960
2021-03-18,1.290841,1.377766,1.243562,1.262335,1.262335,602618872
2021-03-19,1.260690,1.311205,1.217503,1.253208,1.253208,295857156
2021-03-20,1.253640,1.316920,1.206830,1.206830,1.206830,284449961
2021-03-21,1.209275,1.235855,1.155722,1.181771,1.181771,278155215
2021-03-22,1.181683,1.227552,1.091732,1.108540,1.108540,287231851
2021-03-23,1.107675,1.159414,1.069207,1.113125,1.113125,305034134
2021-03-24,1.112621,1.184890,1.004067,1.033461,1.033461,355602691
2021-03-25,1.031889,1.077114,0.988114,1.045247,1.045247,371973364
2021-03-26,1.045203,1.125637,1.042466,1.117808,1.117808,204442462
2021-03-27,1.117801,1.217014,1.095502,1.159593,1.159593,350800206
2021-03-28,1.159569,1.269210,1.148920,1.236743,1.236743,368338603
2021-03-29,1.236537,1.449871,1.219370,1.401068,1.401068,565200987
2021-03-30,1.403297,1.426902,1.304666,1.326095,1.326095,418633321
2021-03-31,1.326394,1.372452,1.255340,1.369683,1.369683,369677700
2021-04-01,1.369381,1.398843,1.303147,1.326109,1.326109,312332954
2021-04-02,1.325847,1.369564,1.308398,1.361270,1.361270,256028256
2021-04-03,1.361268,1.470251,1.269547,1.269547,1.269547,457515567
2021-04-04,1.268937,1.355453,1.251831,1.314932,1.314932,259162075
2021-04-05,1.315349,1.429230,1.283010,1.405011,1.405011,363893378
2021-04-06,1.403110,1.488315,1.361711,1.400850,1.400850,441199749
2021-04-07,1.399965,1.483004,1.255479,1.303870,1.303870,545441816
2021-04-08,1.305077,1.379231,1.297074,1.349129,1.349129,252938907
2021-04-09,1.350066,1.427912,1.322396,1.394245,1.394245,281543642
2021-04-10,1.394895,1.475837,1.355747,1.393407,1.393407,335532482
2021-04-11,1.390870,1.546441,1.366224,1.520488,1.520488,377203338
2021-04-12,1.523566,1.597852,1.439350,1.482379,1.482379,440923375
2021-04-13,1.481397,1.549056,1.423445,1.515236,1.515236,395401453
2021-04-14,1.514547,1.526999,1.387622,1.466120,1.466120,377957613
2021-04-15,1.464726,1.624892,1.448694,1.574378,1.574378,421373869
2021-04-16,1.571412,1.598867,1.415417,1.509819,1.509819,405207049
2021-04-17,1.508140,1.815738,1.508140,1.697854,1.697854,941888384
2021-04-18,1.709903,1.737407,1.263299,1.454038,1.454038,865676730
2021-04-19,1.456696,1.509761,1.286022,1.293401,1.293401,455800383
2021-04-20,1.290804,1.348341,1.165706,1.291139,1.291139,505907556
2021-04-21,1.292050,1.344401,1.192852,1.212808,1.212808,469605920
2021-04-22,1.209635,1.323075,1.144749,1.163850,1.163850,440794544
2021-04-23,1.162516,1.193194,0.926800,1.164039,1.164039,614781222
2021-04-24,1.166643,1.169843,1.078954,1.088167,1.088167,196535691
2021-04-25,1.088276,1.191596,1.051611,1.094039,1.094039,236814426
2021-04-26,1.095718,1.246514,1.085569,1.237956,1.237956,287758062
2021-04-27,1.236349,1.328206,1.223233,1.309046,1.309046,299152002
2021-04-28,1.308548,1.335423,1.211294,1.288060,1.288060,253483940
2021-04-29,1.288846,1.381482,1.243938,1.319767,1.319767,343626935
2021-04-30,1.321459,1.444160,1.297517,1.403603,1.403603,327593914
2021-05-01,1.402576,1.418810,1.350795,1.394946,1.394946,201451324
2021-05-02,1.393615,1.409939,1.328352,1.387143,1.387143,212251509
2021-05-03,1.387272,1.473529,1.387272,1.435955,1.435955,240185093
2021-05-04,1.436171,1.444972,1.274881,1.278506,1.278506,319723013
2021-05-05,1.274728,1.449713,1.256056,1.442311,1.442311,275685656
2021-05-06,1.442346,1.577720,1.416299,1.542465,1.542465,517403025
2021-05-07,1.544467,1.693262,1.473843,1.581909,1.581909,573059771
2021-05-08,1.577462,1.620110,1.495422,1.517409,1.517409,290214257
2021-05-09,1.517276,1.530211,1.433875,1.512605,1.512605,279087115
2021-05-10,1.514682,1.555251,1.314420,1.371486,1.371486,335009174
2021-05-11,1.371032,1.476457,1.326154,1.476457,1.476457,287839468
2021-05-12,1.473680,1.499038,1.251076,1.251076,1.251076,321798109
2021-05-13,1.273065,1.451604,1.214443,1.352792,1.352792,725615046
2021-05-14,1.350932,1.488176,1.324055,1.468776,1.468776,630774902
2021-05-15,1.476045,1.530040,1.374182,1.383846,1.383846,854335171
2021-05-16,1.384631,1.539227,1.337097,1.400199,1.400199,777139501
2021-05-17,1.397064,1.409709,1.259696,1.285366,1.285366,599008623
2021-05-18,1.283652,1.394368,1.260132,1.366016,1.366016,283640580
2021-05-19,1.366647,1.386522,0.781355,0.943497,0.943497,745296374
2021-05-20,0.934791,1.120687,0.842253,1.113160,1.113160,500925682
2021-05-21,1.110617,1.147515,0.848973,0.980976,0.980976,373908985
2021-05-22,0.980688,1.013796,0.860602,0.974528,0.974528,279484690
2021-05-23,0.975686,1.041067,0.680273,0.825903,0.825903,400419290
2021-05-24,0.820081,1.004674,0.805557,0.977903,0.977903,279993645
2021-05-25,0.979180,1.016518,0.871157,0.976358,0.976358,275502086
2021-05-26,0.976564,1.060451,0.955914,1.024055,1.024055,239788448
2021-05-27,1.023938,1.032938,0.938553,0.968786,0.968786,176319855
2021-05-28,0.972081,0.986041,0.848383,0.898697,0.898697,208004226
2021-05-29,0.899070,0.930346,0.792080,0.829413,0.829413,154815885
2021-05-30,0.829683,0.891098,0.783026,0.850180,0.850180,129345362
2021-05-31,0.849049,0.938536,0.815533,0.937608,0.937608,153097289
2021-06-01,0.936278,0.951546,0.878200,0.894697,0.894697,133679913
2021-06-02,0.895606,1.065850,0.873936,1.018265,1.018265,227605338
2021-06-03,1.019219,1.150692,1.007074,1.109922,1.109922,261940947
2021-06-04,1.110304,1.132995,0.974980,1.028761,1.028761,212802161
2021-06-05,1.029434,1.090524,0.954024,0.976601,0.976601,166177746
2021-06-06,0.976677,1.025094,0.965070,1.024901,1.024901,96681126
2021-06-07,1.025469,1.089763,0.950475,0.955256,0.955256,146431918
2021-06-08,0.962890,0.975858,0.859379,0.943442,0.943442,196320510
2021-06-09,0.940639,1.138997,0.909557,1.046551,1.046551,418558065
2021-06-10,1.039684,1.050183,0.976552,1.043920,1.043920,222571007
2021-06-11,1.046959,1.079830,0.958244,0.971232,0.971232,255879712
2021-06-12,0.973392,1.009646,0.912042,0.986114,0.986114,159921893
2021-06-13,0.989219,1.066220,0.965841,1.040552,1.040552,136521765
2021-06-14,1.040802,1.099933,1.026292,1.086212,1.086212,149481412
2021-06-15,1.071222,1.093500,1.025752,1.071182,1.071182,148619890
2021-06-16,1.032748,1.056419,0.999902,1.015972,1.015972,119611912
2021-06-17,1.016435,1.082524,1.013839,1.065078,1.065078,127908053
2021-06-18,1.064955,1.091477,0.962106,0.985029,0.985029,130207925
2021-06-19,0.992001,0.993211,0.936729,0.940408,0.940408,100230103
2021-06-20,0.937919,0.952060,0.879249,0.936015,0.936015,109046816
2021-06-21,0.934155,0.941210,0.753571,0.755001,0.755001,182298195
2021-06-22,0.754357,0.850263,0.674374,0.743265,0.743265,255594309
2021-06-23,0.742421,0.870356,0.715604,0.833009,0.833009,180063286
2021-06-24,0.833365,0.894383,0.797927,0.871621,0.871621,108344761
2021-06-25,0.873840,0.898180,0.780338,0.796802,0.796802,131160750
2021-06-26,0.794360,0.824713,0.762716,0.809688,0.809688,110721191
2021-06-27,0.810582,0.840102,0.774163,0.834954,0.834954,107192864
2021-06-28,0.834784,0.863809,0.823387,0.840484,0.840484,101244529
2021-06-29,0.842529,0.924159,0.840516,0.884960,0.884960,117959912
2021-06-30,0.888413,0.909431,0.835580,0.882368,0.882368,110681793
2021-07-01,0.882348,0.882348,0.812718,0.838504,0.838504,131847576
2021-07-02,0.834966,0.846557,0.801541,0.846273,0.846273,74731232
2021-07-03,0.846449,0.885047,0.836517,0.876621,0.876621,63127362
2021-07-04,0.876955,0.912380,0.857852,0.879841,0.879841,64314668
2021-07-05,0.880379,0.891977,0.842865,0.874267,0.874267,72739472
2021-07-06,0.874110,0.931901,0.872682,0.913978,0.913978,88777773
2021-07-07,0.912788,0.939955,0.902854,0.905079,0.905079,74920879
2021-07-08,0.906758,0.907210,0.848039,0.869344,0.869344,74399983
2021-07-09,0.866883,0.930404,0.828884,0.905238,0.905238,109740119
2021-07-10,0.905667,0.921650,0.869570,0.891908,0.891908,58773601
2021-07-11,0.892469,0.919087,0.885734,0.892433,0.892433,55878459
2021-07-12,0.892850,0.904212,0.851241,0.870143,0.870143,58111585
2021-07-13,0.868646,0.897326,0.849489,0.873876,0.873876,61289195
2021-07-14,0.874792,0.880479,0.824191,0.858836,0.858836,68797018
2021-07-15,0.858808,0.879093,0.820416,0.831208,0.831208,61935014
2021-07-16,0.833795,0.850892,0.775055,0.784993,0.784993,75971455
2021-07-17,0.783916,0.806131,0.774098,0.784692,0.784692,58948770
2021-07-18,0.784773,0.813560,0.775799,0.799911,0.799911,50135048
2021-07-19,0.799155,0.807062,0.747568,0.749254,0.749254,57986028
2021-07-20,0.749791,0.764641,0.677779,0.697207,0.697207,101517725
2021-07-21,0.695598,0.782257,0.682323,0.765601,0.765601,72874105
2021-07-22,0.768653,0.799429,0.755022,0.797338,0.797338,69932093
2021-07-23,0.796316,0.815573,0.772050,0.807986,0.807986,59929789
2021-07-24,0.807521,0.846592,0.804714,0.828798,0.828798,63918498
2021-07-25,0.827172,0.906492,0.796666,0.890030,0.890030,104461200
2021-07-26,0.890322,0.933137,0.840910,0.850768,0.850768,144363816
2021-07-27,0.848666,0.871382,0.819015,0.854212,0.854212,74703385
2021-07-28,0.857113,0.871397,0.828968,0.842405,0.842405,69584465
2021-07-29,0.846007,0.854811,0.825988,0.845518,0.845518,51426799
2021-07-30,0.846352,0.854124,0.809902,0.852903,0.852903,69711314
2021-07-31,0.847701,0.854572,0.823616,0.852603,0.852603,79511512
